subject_id,question,chunk_id,chunk_text,response_control,response_generation,response_justification,response_regulation,llm_comment
53,1,1,"It goes A-E-I-O-U, so Nunu.",0,80,0,0,
53,2,1,in second place what place would you be in now,0,20,0,0,
53,2,2,so you would be in first place,0,20,0,0,
53,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0,20,0,0,Reading Aloud/Scenario Introduction
53,3,2,The storm worsens and the plane crashes.,0,0,0,0,Story Repetition
53,3,3,Half lands in the United States and the other half lands in Canada.,0,80,0,0,
53,3,4,Which country do you bury the survivors?,0,20,0,0,
53,3,5,"Well, you would bury them in their country of origin origin",0,20,40,0,
53,4,1,"A monkey, a squirrel and a bird are racing to the top of the coconut tree.",0,0,0,0,Reading Aloud
53,4,2,"Who will get the banana first, the monkey, the squirrel or the bird?",0,20,0,0,
53,4,3,The bird.,0,20,0,0,
53,5,1,"In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0,80,0,0,Imagination/Scenario Construction
53,5,2,Everything was pink.,0,0,0,0,Repetition/Restatement
53,5,3,What colour were the stairs?,0,0,0,0,Reading Aloud
53,5,4,Probably pink.,0,0,0,0,
53,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
53,6,2,Two.,0,0,0,0,
53,7,1,"The wind blows west, an electric train runs east.",0,0,0,0,Reading Aloud
53,7,2,In which cardinal direction does the smoke from the locomotive flow?,0,20,0,0,
53,7,3,It would blow west.,0,20,0,0,
53,8,1,"If you only have one match, sorry, if you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?",0,0,0,0,Reading Aloud
53,8,2,The lamp to then be able to light the other things.,0,20,60,0,
53,9,1,Would it be ethical for a man to marry the sister of his widow?,0,0,0,0,Reading Aloud
53,9,2,"I can see no reason other than it being unusual, so yes.",0,20,60,0,
53,10,1,"Which sentence is correct? A, the yolk of the egg is white, or B, the yolk of the egg is white.",0,0,0,0,Reading Aloud
53,10,2,"They're both the same phrase, so neither.",80,20,40,60,
53,10,3,"No, they're not.",80,0,0,0,
53,10,4,The anchor for the egg is right.,0,0,0,0,Unrelated Comment
53,10,5,"Well, neither is correct, although they are slightly differently phrased.",80,20,20,40,
54,1,1,Mary's father has five daughters but no sons.,0,0,0,0,Reading Aloud
54,1,2,"Nana, Nini, Nini, Nino, what's the fifth daughter's name probably?",0,80,0,20,
54,1,3,Let me read the question again.,0,0,0,80,Reading Aloud
54,1,4,"Five daughters, no sons.",0,0,0,0,Reading Aloud/Repetition
54,1,5,"Nana, Nini.",0,10,0,0,
54,1,6,"Thinking about vowels, so A, E, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N,",0,0,0,0,Repetition or Recitation
54,1,7,"new sons, nana, nini.",0,10,0,0,
54,1,8,"Thinking about vowels, so a-e-i-o-u.",0,80,0,0,
54,1,9,So I'm guessing the fifth daughter and that basis will be called nunu.,0,80,0,0,
54,1,10,Nunu.,0,0,0,0,
54,1,11,Nunu.-U.,0,0,0,0,
54,1,12,N-U.,0,0,0,0,
54,2,1,"If you were running a race and you passed a person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
54,2,2,"So I'm thinking about people running and me being, I'm running past second place.",0,80,0,20,
54,2,3,So that means I would now be in first place.,0,20,0,0,
54,3,1,"In a stormy night and a plane takes off from JFK Airport in New York, the storm worsens and the plane crashes.",0,80,0,0,
54,3,2,Half lands in the United States and the other lands in Canada.,0,80,0,0,
54,3,3,In which country do you bury the survivors?,0,0,0,0,Reading Aloud
54,3,4,"Well, I'm thinking that if the plane crashes and it splits in half that there's not going to be any survivors.",80,40,20,10,
54,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird?",0,20,0,0,Reading Aloud
54,4,2,"Well, it's a coconut tree so I don't think there'd be any bananas.",80,20,60,10,
54,4,3,So I think that none of them would get the banana. There isn't one.,80,20,60,0,
54,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, pink telephone, pink shower, everything was pink.",0,80,0,0,Elaboration/Imagination
54,5,2,"What colour were the stairs, probably?",0,20,0,0,Reading Aloud
54,5,3,"Well, it's only one story, so I didn't think there'd be any stairs.",80,20,60,40,
54,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
54,6,2,"I'm just thinking about the ark and as far as I'm aware it was not Moses, it was Noah that put animals on the ark,",80,20,40,10,
54,6,3,so Moses didn't put any animal on the ark.,80,20,40,10,
54,7,1,"The wind blows west, the electric train runs east. In which cardinal direction does the smoke from the locomotive blow?",0,20,0,0,Reading Aloud
54,7,2,"Well, if it's an electric train then it wouldn't blow smoke.",80,20,60,0,
54,7,3,"So it wouldn't be blowing in any directions, there wouldn't be any.",80,20,60,10,
54,8,1,"If you have only one match and you walk into a dark room where is there an oil lamp, a newspaper and wood, which thing would you like first?",0,0,0,0,Reading Aloud
54,8,2,I would like the match first.,0,0,0,0,
54,9,1,Would it be ethical for a man to marry a sister of his widow?,0,0,0,0,Reading Aloud
54,9,2,"So yeah, because his widow is his ex-wife, and that would be his widow's sister, which is perfectly legal and ethical.",0,20,80,0,
54,9,3,So I would say yes.,0,0,0,0,
54,10,1,Which sentence is correct? A. The yolk of the egg are white or B. The yolk of the egg is white?,0,0,0,0,Reading Aloud
54,10,2,"Well, the yolk is actually yellow, so neither sentence would be correct.",80,20,60,40,
55,1,1,Mary's father has five daughters but no sons.,0,0,0,0,Reading Aloud
55,1,2,"Nana, Nene, Nene, Nunu.",0,80,0,0,
55,1,3,What is the fifth daughter's name probably?,0,0,0,0,Reading Aloud
55,1,4,"Well, it looks like they're using repeating vowels, so Nunu.",0,80,20,0,
55,2,1,"If you were running in a race and you passed the person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
55,2,2,"Well, if you're running in a race and you're passing the person in second, that would put you into first place.",0,20,10,0,
55,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0,20,0,0,Reading Aloud/Scenario Introduction
55,3,2,The storm worsens and the plane crashes half lands in the United States.,0,80,0,0,
55,3,3,Right.,0,0,0,0,
55,3,4,"Plane crashes half lands in the United States, the other half lands in Canada.",0,80,0,0,
55,3,5,In which country do you bury the survivors?,0,0,0,0,Reading Aloud
55,3,6,"I guess probably, well, depending where they live and come from is where you would bury them.",20,60,40,10,
55,3,7,"If it's coming, taking off from JFK, then probably most people are in from there.",0,60,20,0,
55,4,1,"Oh, that was stupid. The survivors don't need buried.",0,0,0,0,Unrelated Comment
55,4,2,"A monkey, a squirrel and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
55,4,3,"Who will get the banana first? The monkey, the squirrel or the bird.",0,20,0,0,
55,4,4,There's not mention of a banana and they're racing to the top of a coconut tree.,80,20,60,40,
55,4,5,"If I had to say an answer, probably the monkey, because that's what we're led to believe monkeys eat.",20,60,80,10,
55,4,6,Whoever is closest. Or fastest.,20,80,10,0,
55,5,1,"In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.",0,80,0,0,Elaboration/Imagination
55,5,2,What colour were the stairs probably?,0,0,0,0,Reading Aloud
55,5,3,"Uh, pink if everything's pink.",0,10,10,0,
55,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
55,6,2,It wasn't Moses who built the ark.,80,20,0,0,
55,6,3,The nun.,0,0,0,0,Reading Aloud
55,7,1,"Wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow?",0,20,0,0,Reading Aloud
55,7,2,It's an electric train so there would be no smoke.,80,20,80,0,
55,7,3,So no no direction. No smoke.,20,0,10,0,
55,8,1,"If you have only one match and you walk into a dark room where there's an oil lamp, a newspaper and wood, which thing would you light first?",0,0,0,0,Reading Aloud
55,8,2,The match.,0,0,0,0,
55,8,3,"Alright, I was thinking through the options and then I really should have to light the match to light anything else.",20,40,60,30,
55,9,1,Would it be ethical for a man to marry the sister of his widow?,0,0,0,0,Reading Aloud
55,9,2,"So thinking about a man to his wife's sister, so his sister-in-law would be weird but I think it would be ethical.",20,40,60,10,
55,9,3,The sister of his widow.,0,20,0,0,
55,9,4,"Yeah, that makes sense.",0,0,10,0,
55,10,1,"Which sentence is correct? A, the yolk of the egg are white, or B, the yolk of the egg is white.",0,0,0,0,Reading Aloud
55,10,2,"Well, the yolk of the egg is yellow, so neither.",80,60,80,20,
56,1,1,Mary's father has five daughters but no sons.,0,0,0,0,Reading Aloud
56,1,2,"Nana Nene, Nana Nene, Nene, Nene, Nono.",0,80,0,0,
56,1,3,What is the fifth daughter's name probably?,0,20,0,0,
56,1,4,Fifth daughter's name is Mary.,0,0,0,0,
56,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
56,2,2,You would be in second place.,0,0,0,0,
56,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0,20,0,0,Reading Aloud/Scenario Introduction
56,3,2,The storm worsens and the plane crashes half-lands in the United States and the other half-lands in Canada.,80,90,0,10,
56,3,3,Wow.,0,0,0,0,Expression of Surprise
56,3,4,In which country do you bury the survivors?,0,0,0,0,Reading Aloud
56,3,5,You don't bury survivors.,80,20,0,0,
56,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
56,4,2,"Who will get the banana first? The monkey, the squirrel, or the bird?",0,20,0,0,
56,4,3,"Well, it's a coconut tree, so nobody will get a banana.",80,20,60,0,
56,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0,80,0,0,Imagination/Scenario Construction
56,5,2,Everything was pink.,0,0,0,0,Reading Aloud
56,5,3,"What color were the stairs, probably?",0,20,0,0,Reading Aloud
56,5,4,Hmm.,20,10,0,30,
56,5,5,One story.,80,20,0,40,
56,5,6,There were no stairs because it was a one-story house.,80,20,90,10,
56,5,7,Thank you.,0,0,0,0,Social Comment
56,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
56,6,2,"Moses didn't put any animals on the ark, it was Noah.",80,20,40,10,
56,7,1,"The wind blows west, an electric train runs east.",0,0,0,0,Reading Aloud
56,7,2,In which cardinal direction does the smoke from the locomotive blow?,0,20,0,0,
56,7,3,There is no smoke from the locomotive because it's an electric train.,80,20,90,10,
56,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?",0,0,0,0,Reading Aloud
56,8,2,Hmm.,20,10,0,30,
56,8,3,If you have only one match and you walk into a dark room where you would light the match.,80,20,0,0,
56,8,4,Hmm.,20,10,0,30,
56,9,1,Would it be ethical for a man to marry the sister of his widow? The sister of his widow.,0,20,0,0,
56,9,2,Would it be ethical for a man to marry his widow? What? His widow.,80,20,0,40,
56,9,3,What?,20,0,0,10,
56,9,4,Would it be ethical for a man to marry the sister of his widow? His widow.,0,10,0,0,
56,9,5,"But his widow, no, because if he has a widow, it means he's dead.",80,20,80,40,
56,9,6,So he can't.,80,0,20,0,
56,9,7,"No, he can't because he's dead.",0,0,80,0,
56,9,8,"No, because if he has a widow, that means he himself is dead.",80,20,90,10,
56,10,1,Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white?,0,0,0,0,Reading Aloud
56,10,2,Neither because the yolk of the egg is yellow.,80,20,40,0,
56,10,3,Because egg yolks are yellow.,0,0,80,0,
57,1,1,Mary's father has five daughters but no sons.,0,0,0,0,Reading Aloud
57,1,2,"Nana, Nene, Nene, Nene, Nene no",80,20,0,0,
57,2,1,"If you're running a race and you passed a person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
57,2,2,Second place.,0,0,0,0,
57,2,3,"First answer would have been first place, but if they're in second place, there's someone ahead of them, so you would be in second place.",80,20,90,10,
57,2,4,Second place.,0,0,0,0,Reading Aloud
57,2,5,"If you're running a race and you passed a person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
57,2,6,Second place.,0,0,0,0,
57,2,7,Yeah.,0,0,0,0,Affirmation/Acknowledgement
57,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0,20,0,0,Reading Aloud/Scenario Introduction
57,3,2,The storm worsens and the plane crashes.,0,0,0,0,Reading Aloud
57,3,3,"Half lands in the United States, the other half lands in Canada.",80,90,0,0,
57,3,4,In what country do you bury the survivors?,0,0,0,0,Reading Aloud
57,3,5,It's a stormy night and a plane takes off from JFK Airport in New York.,0,0,0,0,Reading Aloud
57,3,6,Theens and the plane and the plane crashes bury the survivors crashes half lands in the United States and half in Canada what country do you bury the survivors?,0,20,0,0,Reading Aloud/Repetition
57,3,7,none no country they are survivors.,80,20,60,0,
57,3,8,"Oh no, no, where's one?",20,10,0,30,
57,3,9,"Okay, right.",0,0,0,10,
57,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree. A monkey, a squirrel and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
57,4,2,"Who will get the banana first? The monkey, the squirrel or the bird?",0,20,0,0,
57,4,3,"What? A monkey, a squirrel and a bird are racing to the top of a coconut tree.",20,0,0,10,Reading Aloud
57,4,4,"Who will get the banana first? The monkey, the squirrel or the bird?",0,20,0,0,
57,4,5,"Well, I suppose the bird is... I mean, the bird would just fly, but... I mean, the monkey's used to grabbing the bananas and would want the banana.",20,60,40,10,
57,4,6,Bananas may be too big for a squirrel.,20,60,10,10,
57,4,7,Bird. Probably faster. I'll just fly up to it.,0,80,20,0,
57,4,8,I'm going to have to go for a monkey because that's just the normal thing we expect monkeys to do. To eat the bananas.,20,10,80,10,
57,4,9,"To be honest, I really don't know what the answer is.",20,10,0,80,
57,4,10,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
57,4,11,"Oh, my gosh, Erin. Come on, Erin. Coconut tree. Who will get a banana first?",20,0,0,10,Social Comment
57,4,12,There is no banana. It's a coconut tree.,80,20,60,40,
57,4,13,Gosh. No one. It is a coconut tree. So no banana to be got.,80,20,60,40,
57,4,14,"Jeez, put your glasses on girl.",0,0,0,0,Social Comment
57,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0,80,0,0,Imagination/Scenario Construction
57,5,2,Everything was pink.,0,0,0,0,Reading Aloud
57,5,3,"What colour were the stairs, probably?",0,20,0,0,Reading Aloud
57,5,4,Since these other questions have made you think it's not the right first one you think of it can't be pink in a one one-story house,80,20,40,60,
57,5,5,there we go there are no stairs because it's a one-story house,80,20,60,10,
57,5,6,um there are no stairs,20,10,0,0,
57,5,7,it is a one story house one story house,20,10,10,30,
57,6,1,"How many of each animal did Moses put on the ark? Halfway done, don't forget to keep reading and thinking, alright, halfway done.",0,0,0,80,Task Commentary
57,6,2,"How many of each animal did Moses put on the ark? Two, right? I mean, that's my first idea, it's just that these questions are a little more cryptic than my brain can handle at the moment.",80,20,0,60,
57,6,3,"How many of each animal did Moses put on the oxo? Two, right? I mean, I would not know how many he put on because who knows how many animals there are in the world how many of each animal yeah two two",20,40,10,30,
57,7,1,"The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow?",0,20,0,0,Reading Aloud
57,7,2,"There is no smoke because it is an electric train, not a locomotive.",80,20,90,10,
57,7,3,So there is no smoke.,0,0,0,0,
57,7,4,There is no smoke as it is an electric train,80,0,90,0,
57,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you like first?",0,0,0,0,Reading Aloud
57,8,2,"If you have only one match, the match, if you only have one match and you walk into a dark room and there is an oil lamp, a newspaper and wood, which thing would you like first?",0,20,0,10,Reading Aloud/Repetition
57,8,3,"It would be the match, would that be the first thing you light?",80,20,0,40,
57,8,4,I mean you would want to light the oil lamp out of the three but technically the first thing you're lighting is the match right ok the match,80,20,60,40,
57,9,1,Would it be ethical for a man to marry the sister of his widow? Would it be ethical for a man to marry the sister of his widow?,0,0,0,0,Reading Aloud
57,9,2,"Well, no, because that would be his sister.",80,20,80,0,
57,9,3,"No, he wouldn't... What? He's a widow no he wouldn't what?",80,20,0,60,
57,9,4,he he's widow he wouldn't oh hang on yeah he wouldn't have a he's widow man or woman would mean that he's dead,80,60,40,80,
57,9,5,so he can't marry the sister of his widow because his widow wouldn't be a widow because he's not dead if he's able to marry the sister.,80,20,90,10,
57,9,6,Am I getting that right? Am I thinking about it too much?,0,0,0,80,
57,9,7,Would it be ethical for a man to marry the sister of his widow? It can't happen.,80,20,40,0,
57,9,8,"It can't happen. It can't happen. Of his widow, yeah.",0,0,0,0,
57,9,9,As he's... He can't have the widow if he is alive to marry,20,40,80,10,
57,10,1,Which sentence is correct? A. The yolk of the egg white. Or B. The yolk of the egg is white.,0,0,0,0,Reading Aloud
57,10,2,"Oh man, I don't even like looking at eggs.",0,0,0,0,Social Comment
57,10,3,"Which sentence is correct? The yolk. The yolk is the yellow part, right?",80,40,20,60,
57,10,4,The yolk of the egg white. Or the yolk... Is yellow part right the yolk of the egg white or the yolk oh I don't know hang on neither are right other than you've used are and is the yolk egg white the yolk of the egg are white the oak of the egg is white,80,60,20,70,
57,10,5,the yolk of the egg is white i mean is right sounds better but the yolk of the egg is yellow would be better wouldn't it,80,90,60,40,
57,10,6,so am I right? I don't know I don't eat eggs,0,0,0,20,Uncertainty Expression
57,10,7,I would just say I mean is white sounds better but I don't think either are right because yolk is yellow as far as I'm concerned,80,20,60,40,
57,10,8,neither the yolk is not white but yellow so the yolk of the egg so neither is correct,80,20,60,40,
58,1,1,Mary's father has five daughters but no sons.,0,0,0,0,Reading Aloud
58,1,2,Nana and the new... meaning of Nono.,20,60,0,10,
58,1,3,"But his fifth daughter is probably so I guess you're meant to think it's Nancy but it's Mary's father so eh, she's the fifth daughter of Mary.",80,40,60,20,
58,2,1,"If you're earning a race and you pass a person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
58,2,2,"So again, I guess it's like a trick question.",20,10,0,60,
58,2,3,"You're meant to think first place, but if you pass the person in second place, you'll actually then be in second place.",80,20,60,10,
58,3,1,It's a stormy night and a plane takes off from JFK.,0,20,0,0,Reading Aloud/Scenario Introduction
58,3,2,"Storm worsens a plane crash half-lance in the US,",0,20,0,0,
58,3,3,so they have plans to Canada in which country to be very surprised if you don't say that they're alive,80,60,20,10,
58,3,4,and you don't want to say they're alive.,80,20,0,40,
58,4,1,"A monkey, a squirrel and a bird are out into the trap of the coconut tree.",0,0,0,0,Reading Aloud
58,4,2,So there's no mention of the coconut tree,20,10,0,30,
58,4,3,so where is the banana going to come from?,80,20,0,40,
58,5,1,"In a one story pink house, pink person, pink cat, pink fish, pink computer, pink chair, phone, telephone, everything.",0,80,0,0,
58,5,2,"Pink clouds, probably it's a one story.",20,40,0,10,
58,6,1,How many of each animal can be put on the Ark and you know there is no way?,80,20,0,60,
58,7,1,"Going towards west, I like to turn around these English cardinals of origin was smoked in a locomotive, so they found a lecture to play.",20,60,0,0,
58,8,1,The beach is so much.,0,0,0,0,Social Comment
58,9,1,Would it be a article for a man to marry the sister of his widow?,0,0,0,0,Reading Aloud
58,9,2,"Yes, I'll listen to the video.",0,0,0,0,Reading Aloud/Task Repetition
58,9,3,"Okay, that one might have confused me more if I didn't kind of know if he's what I'll set up to be a trick question.",20,10,0,80,
58,10,1,He's standing his car to the Ocranag Harvard.,0,0,0,0,Task Irrelevance
58,10,2,Ocranag is quite a noise there.,0,0,0,0,Unrelated Comment
59,1,1,"Nona nini, nini nono, A-E-I-O-U, so Nunu?",20,80,0,0,
59,1,2,"Yeah, Nunu.",0,0,0,0,
59,2,1,Second place.,0,20,0,0,
59,3,1,"There's a blue night plane taking us off from JFK Airport, storm worsens plane crashes, half in states half in Canada.",20,80,0,0,
59,3,2,Which country?,0,20,0,0,
59,3,3,You don't bury the survivors because the survivors are alive.,80,20,90,10,
59,3,4,Bury the survivors.,0,0,0,0,Reading Aloud
59,4,1,Monkey's squilled and a bird racing to the top of coconut tree he'll get the banana first.,0,20,0,0,Incorrect Assumption
59,4,2,"Well, who knows, there's not a banana in the coconut tree.",80,20,10,30,
59,4,3,No idea.,0,0,0,20,
59,4,4,No bananas in coconut tree.,80,0,0,0,
59,5,1,"Yeah, I want a story of a pink house, a pink person, a pink cat, a pink fish, a pink chair.",0,80,0,0,
59,5,2,"I want a story of this,",0,0,0,0,Reading Aloud/Repetition
59,5,3,I want a story of a house that might be any stairs.,20,60,0,10,
59,5,4,Any stairs.,20,60,0,10,
59,5,5,Any one.,0,20,0,0,
59,5,6,Any.,0,10,0,0,
59,5,7,House.,0,0,0,0,Reading Aloud
59,6,1,How many of each one did Moses put on the ark?,0,0,0,0,Reading Aloud
59,6,2,True.,0,0,0,0,
59,7,1,There's no smoke.,80,20,0,0,
59,7,2,No smoke.,0,0,0,0,Repetition
59,7,3,And on electric.,80,20,40,0,
59,8,1,"Here's a little match, you're welcome to the dark rims and oil lamp.",0,20,0,0,
59,8,2,"Use a pair of wooden wood, which things you'd like first to match?",0,80,0,0,
59,8,3,Can't like anything else if you haven't lit the match.,80,20,60,40,
59,9,1,It would be a thrill for a man to marry the sister of his widow.,0,20,10,0,
59,9,2,A man to marry the sister of his widow.,0,10,0,0,Reading Aloud
59,9,3,"No, he'd be dead.",80,20,80,0,
59,9,4,"No, he'd be dead.",80,0,20,0,
59,10,1,Which sentence is correct?,0,0,0,0,Reading Aloud
59,10,2,The egg of the egg is white.,0,20,0,0,[Error Repetition]
59,10,3,The egg of the egg is all right neither because the egg of the egg is yellow.,80,60,40,20,
60,1,1,"Okay, so Mary's father has five daughters but no sons.",0,0,0,0,Reading Aloud
60,1,2,"Nana, Nene, Nene, and Nono, what is the fifth daughter's name probably?",0,80,0,0,
60,1,3,"Honestly, this is kind of an old riddle.",0,0,0,20,Meta-Comment
60,1,4,The fifth daughter's name would be Mary.,0,0,0,0,
60,2,1,"All right, if you were running a race and you passed the person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
60,2,2,"Well, the person I passed was in second place, so if I passed them, I would be in second place, right?",20,40,80,10,
60,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0,20,0,0,Reading Aloud/Scenario Introduction
60,3,2,"The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.",20,80,0,10,
60,3,3,In which country do you bury the survivors?,0,0,0,0,Reading Aloud
60,3,4,"You know, that's a good question, except you don't really bury survivors, do you?",80,20,40,60,
60,3,5,Those are the ones that lived.,20,10,0,10,
60,3,6,So neither don't bury survivors.,80,20,0,0,
60,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
60,4,2,"Who will get the banana first? The monkey, squirrel, or the bird?",0,20,0,0,
60,4,3,"Um, well, again, this is kind of an old riddle for kids.",20,10,0,30,
60,4,4,"I mean, they're racing to the top of a coconut tree, so nobody's going gonna get the banana.",80,20,60,10,
60,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0,80,0,0,Imagination/Scenario Construction
60,5,2,Everything was pink.,0,0,0,0,Reading Aloud
60,5,3,"What color were the stairs, probably?",0,20,0,0,Reading Aloud
60,5,4,Probably...,20,10,0,10,
60,5,5,Oh! You almost had me.,80,0,0,20,
60,5,6,It's a one story house.,80,20,0,0,
60,5,7,There aren't any stairs.,80,20,0,0,
60,6,1,How many of each animal did Moses put on the ark?,0,0,0,0,Reading Aloud
60,6,2,"Moses didn't put any animals on the ark, Noah did.",80,20,60,10,
60,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,0,20,0,0,Reading Aloud
60,7,2,"Well, I kind of told us out front it's an electric train, so I don't think there's going to be any smoke unless it's on fire.",80,40,60,20,
60,7,3,So there is no smoke from an electric train.,80,20,60,0,
60,8,1,If you only have one match and you walk into a dark room where there is an oil lamp a newspaper and wood What thing would you like first?,0,0,0,0,Reading Aloud
60,8,2,"If I walked into a dark room, I think what I would like first",0,20,0,10,
60,8,3,"When I just turn on the lights, how about we just turn on the lights?",80,20,0,0,
60,8,4,"I mean, as I have a match, but it doesn't say I have to use it.",80,20,10,30,
60,8,5,"If I walked into a room, I'd turn on the lights.",0,0,0,0,Reading Aloud/Repetition
60,9,1,"Would it be ethical for a man to marry the sister of his widow? Okay, so let's see.",0,20,0,10,
60,9,2,The sister of his widow.,0,20,0,0,
60,9,3,A man to marry the sister of his widow.,0,0,0,0,Reading Aloud
60,9,4,"No, because he would be dead, so that would not be cool.",80,20,80,0,
60,9,5,"So, I mean widow, if he had a widow that means he's dead, right?",80,20,60,40,
60,9,6,So he shouldn't be marrying the sister.,20,10,30,10,
60,10,1,Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white?,0,0,0,0,Reading Aloud
60,10,2,Neither sentence is correct because the yolk of an egg is yellow.,80,20,90,10,
61,1,1,"Mary's father has five daughters but no sons. Nana, Nene, Nini, Nona.",0,20,0,0,
61,1,2,What is the fifth daughter's name probably?,0,20,0,10,
61,1,3,So you would assume that the fifth daughter's name is a variation of the names previously but with another vowel,20,80,10,0,
61,1,4,"so I would assume that it's NUNU because A-E-I-O, the only vowel is A-E-I-O-U",0,80,20,0,
61,1,5,so I would say it's NUNU.,0,20,10,0,
61,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0,0,0,0,Reading Aloud
61,2,2,"Well, I would be winning.",0,0,0,0,Intuitive Response
61,2,3,I would be in first place.,0,0,0,0,
61,3,1,It's a stormy night and a plane takes off from JFK airport in New York.,0,20,0,0,Reading Aloud/Scenario Introduction
61,3,2,The storm worsens and the plane crashes half land in the United States.,0,80,0,0,
61,3,3,And the plane crashes half lands in the United States.,0,0,0,0,Reading Aloud
61,3,4,The other half lands in Canada.,0,80,0,0,
61,3,5,In which country do you bury the survivors?,0,0,0,0,Reading Aloud
61,3,6,"Now, this is a riddle that I've heard before because you tend not to bury survivors as they are still alive and would like to continue life above ground.",80,20,80,40,
61,3,7,"However, you would bury the dead in who knows which side.",20,10,0,0,
61,3,8,"So my response would be, you do not need to bury survivors unless that's what you're into.",80,20,60,10,
61,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree.",0,0,0,0,Reading Aloud
61,4,2,"Who will get the banana first? The monkey, the squirrel or the bird?",0,20,0,0,
61,4,3,Racing to the top of a true coconut tree.,0,10,0,0,
61,4,4,"Or if they're all starting from the same point, I reckon the squirrel will get it quicker than the monkey.",0,80,20,0,
61,4,5,But the bird might well get there quicker than the squirrel I reckon the squirrel the squirrel would just speed up the bird wouldn't be able to yeah I think the squirrel would get there first,0,80,40,0,
61,5,1,"In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0,80,0,0,Imagination/Scenario Construction
61,5,2,Everything is pink.,0,0,0,0,
61,5,3,What colour were the stairs probably?,0,0,0,0,Reading Aloud
61,5,4,"The stairs were probably also pink considering the fact that everything was pink, including the fish, the cat, the table, the chair.",0,20,80,0,
61,5,5,And I'm just imagining an extremely overwhelmingly pink house.,0,80,0,0,
61,5,6,So what color were the stairs?,0,20,0,10,
61,5,7,Probably?,20,0,0,80,
