subject_id,question,transcription_new,chunks
49,2," If you're running a race and you pass the person in second place, what place would you be now? If I pass the person in second place, that makes me second place now.","Chunk 1:
If you're running a race and you pass the person in second place, what place would you be now?

Chunk 2:
If I pass the person in second place, that makes me second place now."
49,3, It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half lands in the United States and the other half lands in Canada. In which country would you bury the survivors? You don't bury the survivors because they survived. So you wouldn't be burying them alive.,"Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes.

Chunk 3:
Half lands in the United States and the other half lands in Canada.

Chunk 4:
In which country would you bury the survivors?

Chunk 5:
You don't bury the survivors because they survived.

Chunk 6:
So you wouldn't be burying them alive."
49,4," A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey, the squirrel, or the bird? Monkey, a squirrel, and a bird. Well, I don't know why there'd be a banana on the coconut tree. Maybe someone put it there, but I'm going to assume that no one gets the banana because it's a coconut tree","Chunk 1:
A monkey, a squirrel, and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the banana first, the monkey, the squirrel, or the bird?

Chunk 3:
Monkey, a squirrel, and a bird.

Chunk 4:
Well, I don't know why there'd be a banana on the coconut tree.

Chunk 5:
Maybe someone put it there, but I'm going to assume that no one gets the banana because it's a coconut tree"
49,5," In a one-story pink house, there was a pink cat, a pink person, a pink cat, a pink fish, and a pink computer, a pink chair, a pink table, and a pink telephone, a pink shower. Everything was pink. What color were the chairs probably? Oh, I don't know the answer to this one. Well, it says they're pink. Oh, the stairs. I misread. Well, it's a one-story house, so there's no stairs. Didn't read that properly the first time.","Chunk 1:
In a one-story pink house, there was a pink cat, a pink person, a pink cat, a pink fish, and a pink computer, a pink chair, a pink table, and a pink telephone, a pink shower.

Chunk 2:
Everything was pink.

Chunk 3:
What color were the chairs probably?

Chunk 4:
Oh, I don't know the answer to this one.

Chunk 5:
Well, it says they're pink.

Chunk 6:
Oh, the stairs.

Chunk 7:
I misread.

Chunk 8:
Well, it's a one-story house, so there's no stairs.

Chunk 9:
Didn't read that properly the first time."
49,6, How many of each animal did Moses put on the ark? I think it was Noah. None.,"Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
I think it was Noah.

Chunk 3:
None."
49,7," The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? Oh, I don't know the answer to this one. Well, I don't know, does it blow in the opposite direction of the train? I have no idea. West, let's say west. I literally don't know. Too much, too much for me to think about.","Chunk 1:
The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow?

Chunk 2:
Oh, I don't know the answer to this one.

Chunk 3:
Well, I don't know, does it blow in the opposite direction of the train?

Chunk 4:
I have no idea.

Chunk 5:
West, let's say west.

Chunk 6:
I literally don't know.

Chunk 7:
Too much, too much for me to think about."
49,8," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first? Only one match. You walk into a dark room, there's an oil lamp, newspaper, and wood. I don't know. I guess let's just say an oil lamp. There's a trick there somewhere. And I do not know the answer.","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?

Chunk 2:
Only one match. You walk into a dark room, there's an oil lamp, newspaper, and wood.

Chunk 3:
I don't know. I guess let's just say an oil lamp.

Chunk 4:
There's a trick there somewhere. And I do not know the answer."
49,9," Would it be ethical for a man to marry the sister of his widow? Would it be ethical for a man to marry the sister of his widow? The trick is something about... alright, so his widow... okay, he can't have a widow because that would mean he was dead. So, um, no, a dead man cannot marry the sister of his widow because he's dead.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow?

Chunk 2:
Would it be ethical for a man to marry the sister of his widow?

Chunk 3:
The trick is something about...

Chunk 4:
alright, so his widow... okay, he can't have a widow because that would mean he was dead.

Chunk 5:
So, um, no, a dead man cannot marry the sister of his widow because he's dead."
49,10," Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white? Well, grammatically correct would be B. The yolk of the egg is white, but it's not factually correct. So what are you asking me? I don't know. It's not factually correct because the yolk of an egg is yellow. So I would say it's grammatically correct b but not factually correct","Chunk 1:
Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white?

Chunk 2:
Well, grammatically correct would be B. The yolk of the egg is white, but it's not factually correct.

Chunk 3:
So what are you asking me? I don't know.

Chunk 4:
It's not factually correct because the yolk of an egg is yellow.

Chunk 5:
So I would say it's grammatically correct b but not factually correct"
50,1, Mary's father has five daughters but no sons. What is the fifth daughter's name? Nunu!,"Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
What is the fifth daughter's name?

Chunk 3:
Nunu!"
50,2," If you were running a race and you passed the person in second place, what would you be in now? Second place?","Chunk 1:
If you were running a race and you passed the person in second place, what would you be in now?

Chunk 2:
Second place?"
50,3," It's a stormy night and a plane takes away from JFK airport in New York. The storm worsens and the plane crashes. Half lands in the United States, half lands in Canada. Which country do you bury the survivors? Whichever country do they come from? Yeah, that's how it works. You're burying wherever they want to be buried, don't you? I don't know.","Chunk 1:
It's a stormy night and a plane takes away from JFK airport in New York.

Chunk 2:
The storm worsens and the plane crashes.

Chunk 3:
Half lands in the United States, half lands in Canada.

Chunk 4:
Which country do you bury the survivors?

Chunk 5:
Whichever country do they come from?

Chunk 6:
Yeah, that's how it works.

Chunk 7:
You're burying wherever they want to be buried, don't you?

Chunk 8:
I don't know."
50,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? I don't know. It could be any of them. It was the quickest. Um. Coconut flower. It's a coconut tree! No, it's a coconut tree.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the banana first?

Chunk 3:
The monkey, the squirrel or the bird?

Chunk 4:
I don't know.

Chunk 5:
It could be any of them.

Chunk 6:
It was the quickest.

Chunk 7:
Um.

Chunk 8:
Coconut flower.

Chunk 9:
It's a coconut tree!

Chunk 10:
No, it's a coconut tree."
50,5," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink view, a pink chair, a pink table, everything was pink. What colour? One stairs. It's a one-story.","Chunk 1:
In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink view, a pink chair, a pink table, everything was pink.

Chunk 2:
What colour?

Chunk 3:
One stairs.

Chunk 4:
It's a one-story."
50,6, how many of each animal did mother's put in the ark none that's an old one none it was no one,"Chunk 1:
how many of each animal did mother's put in the ark

Chunk 2:
none that's an old one

Chunk 3:
none it was no one"
50,7," The wind blows west, an electric train runs east in which a cardinal direction does the smoke from a locomotive blow. It's an electric train!","Chunk 1:
The wind blows west, an electric train runs east in which a cardinal direction does the smoke from a locomotive blow.

Chunk 2:
It's an electric train!"
50,8," If you only have one match and you walk into a dark room where there is an oil lamp, a newspaper and a wood, which thing would you like first? The match. These are very old.","Chunk 1:
If you only have one match and you walk into a dark room where there is an oil lamp, a newspaper and a wood, which thing would you like first?

Chunk 2:
The match.

Chunk 3:
These are very old."
50,9," Would it be difficult for a man to marry, the sister of his widow? No, because he'd be dead. She's dead.","Chunk 1:
Would it be difficult for a man to marry, the sister of his widow?

Chunk 2:
No, because he'd be dead.

Chunk 3:
She's dead."
50,10, Which sentence is correct? The yolk of the egg is white. Neva?,"Chunk 1:
Which sentence is correct?

Chunk 2:
The yolk of the egg is white.

Chunk 3:
Neva?"
51,1," I'm a bit miffed off because my husband's on late, we're on lockdown, the children are driving me mad, people are not listening to the government advice.","Chunk 1:
I'm a bit miffed off because my husband's on late, 

Chunk 2:
we're on lockdown, 

Chunk 3:
the children are driving me mad, 

Chunk 4:
people are not listening to the government advice."
51,2," If you are running a race and you pass the person in second place, what place would you be in now? First place?","Chunk 1:
If you are running a race and you pass the person in second place, what place would you be in now?

Chunk 2:
First place?"
51,3," It's a stormy night and the plane takes off from Jack's airport in New York. The storm worsens and the plane crashes half land in United States, and the half land in Canada, in which country do you bury the survivors? Don't forget to keep reason of thinking aloud in America.","Chunk 1:
It's a stormy night and the plane takes off from Jack's airport in New York.

Chunk 2:
The storm worsens and the plane crashes half land in United States, and the half land in Canada,

Chunk 3:
in which country do you bury the survivors?

Chunk 4:
Don't forget to keep reason of thinking aloud in America."
51,4, A monkey is squirrel and a bird is racing to the top of a coconut tree. Who will get to the banana first? The monkey is squirrel and the bird. None of them because it's a coconut tree.,"Chunk 1:
A monkey is squirrel and a bird is racing to the top of a coconut tree.

Chunk 2:
Who will get to the banana first?

Chunk 3:
The monkey is squirrel and the bird.

Chunk 4:
None of them because it's a coconut tree."
51,5," In a one story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, if it was pink. What color were the stairs probably? Pink?","Chunk 1:
In a one story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, if it was pink.

Chunk 2:
What color were the stairs probably?

Chunk 3:
Pink?"
51,6, How many of each animal did Moses put in the ark?,"Chunk 1:
How many of each animal did Moses put in the ark?"
51,7, The wind blows west and electric train runs east in which cardinal direction does smoke from the locomotive blow west,"Chunk 1:
The wind blows west and electric train runs east in which cardinal direction does smoke from the locomotive blow west"
51,8," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first? The oil lamp.","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?

Chunk 2:
The oil lamp."
51,9," Pippi, I'd like to go from man to marry his sister, to marry the sister of his widow.","Chunk 1:
Pippi, I'd like to go from man to marry his sister, to marry the sister of his widow."
51,10, Which sentence is correct? The york of the egg is white.,"Chunk 1:
Which sentence is correct?

Chunk 2:
The york of the egg is white."
52,1," Mary's father has five daughters but no sons. No, no, no, no, no, no, no, no, no. What is the fifth daughter's name probably? Mary's... What? What is the fifth name? Right. What?","Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
No, no, no, no, no, no, no, no, no.

Chunk 3:
What is the fifth daughter's name probably?

Chunk 4:
Mary's...

Chunk 5:
What?

Chunk 6:
What is the fifth name?

Chunk 7:
Right.

Chunk 8:
What?"
52,2," If you were running a race and you passed the person in second place, what place would you be in now? If you were running a race and you passed the person in second place, what place would you be in now? Well, if I passed second, then I'd be in first. I wouldn't be in second.","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 2:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 3:
Well, if I passed second, then I'd be in first.

Chunk 4:
I wouldn't be in second."
52,3, It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States other in Canada. Which country do you bury the survivors? Probably where I'd bury them where they were born. Not really from either country.,"Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the United States other in Canada.

Chunk 3:
Which country do you bury the survivors?

Chunk 4:
Probably where I'd bury them where they were born.

Chunk 5:
Not really from either country."
52,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey, squirrel or the bird? Try to say a... Oh, a monkey, a squirrel and a bird are racing to the top of a coconut tree. I would say the bird because they'd probably fly up and then that would be easier for them than the monkey.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey, squirrel or the bird?

Chunk 2:
Try to say a... 

Chunk 3:
Oh, a monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 4:
I would say the bird because they'd probably fly up and then that would be easier for them than the monkey."
52,5," In a one story pink house there was a pink person, pink cat, pink fish, pink meter, pink chair, pink table, pink table, pink table, if there was pink what colour were the stairs? Probably. In one st- there were no stairs because it's one story. There were no stairs because it's a one story house. Yeah.","Chunk 1:
In a one story pink house there was a pink person, pink cat, pink fish, pink meter, pink chair, pink table, pink table, pink table, if there was pink what colour were the stairs?

Chunk 2:
Probably.

Chunk 3:
In one st- 

Chunk 4:
there were no stairs because it's one story.

Chunk 5:
There were no stairs because it's a one story house.

Chunk 6:
Yeah."
52,6, How many of each animal did Moses put in the ark? How many of each animal did Moses put in the ark? Two of every animal.,"Chunk 1:
How many of each animal did Moses put in the ark?

Chunk 2:
How many of each animal did Moses put in the ark?

Chunk 3:
Two of every animal."
52,7," An electric train runs east, in which cardinal direction does the smoke from the locomotive blow? Right. Well, there wouldn't be any smoke, because it's an electric train. So, no smoke, as it's an electric, electric train. Yeah.","Chunk 1:
An electric train runs east, in which cardinal direction does the smoke from the locomotive blow?

Chunk 2:
Right.

Chunk 3:
Well, there wouldn't be any smoke, because it's an electric train.

Chunk 4:
So, no smoke, as it's an electric, electric train.

Chunk 5:
Yeah."
52,8," In one match and you walk into a dark room where there is an oil lamp, newspaper and wood, which thing would you light first? I would light the match first. Because then I wouldn't be able to light anything else until I'd lit the match.","Chunk 1:
In one match and you walk into a dark room where there is an oil lamp, newspaper and wood, which thing would you light first?

Chunk 2:
I would light the match first.

Chunk 3:
Because then I wouldn't be able to light anything else until I'd lit the match."
52,9," For a man to marry the sister of his widow. We have to call for a man to marry the sister of his widow. I think you can't really judge because obviously some people would be okay with it, some people wouldn't. I think it's not really if it's quite difficult and you do find yourself getting closer to people who maybe you wouldn't have thought that. So I think, yeah, I think for some people it would be ethical for them. And I think that's what's important. Yeah, so I'm going to go with sometimes yes.","Chunk 1:
For a man to marry the sister of his widow.

Chunk 2:
We have to call for a man to marry the sister of his widow.

Chunk 3:
I think you can't really judge because obviously some people would be okay with it, some people wouldn't.

Chunk 4:
I think it's not really if it's quite difficult and you do find yourself getting closer to people who maybe you wouldn't have thought that.

Chunk 5:
So I think, yeah, I think for some people it would be ethical for them.

Chunk 6:
And I think that's what's important.

Chunk 7:
Yeah, so I'm going to go with sometimes yes."
52,10, Which says the yolk of the egg are white or the yolk of the egg is white? The yolk of the egg are white neither because the yolk is not white it's yellow.,"Chunk 1:
Which says the yolk of the egg are white or the yolk of the egg is white?

Chunk 2:
The yolk of the egg are white neither because the yolk is not white it's yellow."
53,1," It goes A-E-I-O-U, so Nunu.","Chunk 1:
It goes A-E-I-O-U, so Nunu."
53,2, in second place what place would you be in now so you would be in first place,"Chunk 1:
in second place what place would you be in now 

Chunk 2:
so you would be in first place"
53,3," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half lands in the United States and the other half lands in Canada. Which country do you bury the survivors? Well, you would bury them in their country of origin origin","Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes.

Chunk 3:
Half lands in the United States and the other half lands in Canada.

Chunk 4:
Which country do you bury the survivors?

Chunk 5:
Well, you would bury them in their country of origin origin"
53,4," A monkey, a squirrel and a bird are racing to the top of the coconut tree. Who will get the banana first, the monkey, the squirrel or the bird? The bird.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of the coconut tree.

Chunk 2:
Who will get the banana first, the monkey, the squirrel or the bird?

Chunk 3:
The bird."
53,5," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What colour were the stairs? Probably pink.","Chunk 1:
In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.

Chunk 2:
Everything was pink.

Chunk 3:
What colour were the stairs?

Chunk 4:
Probably pink."
53,6, How many of each animal did Moses put on the ark? Two.,"Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
Two."
53,7," The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive flow? It would blow west.","Chunk 1:
The wind blows west, an electric train runs east.

Chunk 2:
In which cardinal direction does the smoke from the locomotive flow?

Chunk 3:
It would blow west."
53,8," If you only have one match, sorry, if you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first? The lamp to then be able to light the other things.","Chunk 1:
If you only have one match, sorry, if you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?

Chunk 2:
The lamp to then be able to light the other things."
53,9," Would it be ethical for a man to marry the sister of his widow? I can see no reason other than it being unusual, so yes.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow?

Chunk 2:
I can see no reason other than it being unusual, so yes."
53,10," Which sentence is correct? A, the yolk of the egg is white, or B, the yolk of the egg is white. They're both the same phrase, so neither. No, they're not. The anchor for the egg is right. Well, neither is correct, although they are slightly differently phrased.","Chunk 1:
Which sentence is correct? A, the yolk of the egg is white, or B, the yolk of the egg is white.

Chunk 2:
They're both the same phrase, so neither.

Chunk 3:
No, they're not.

Chunk 4:
The anchor for the egg is right.

Chunk 5:
Well, neither is correct, although they are slightly differently phrased."
54,1," Mary's father has five daughters but no sons. Nana, Nini, Nini, Nino, what's the fifth daughter's name probably? Let me read the question again. Five daughters, no sons. Nana, Nini. Thinking about vowels, so A, E, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, new sons, nana, nini. Thinking about vowels, so a-e-i-o-u. So I'm guessing the fifth daughter and that basis will be called nunu. Nunu. Nunu.-U. N-U.","Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
Nana, Nini, Nini, Nino, what's the fifth daughter's name probably?

Chunk 3:
Let me read the question again.

Chunk 4:
Five daughters, no sons.

Chunk 5:
Nana, Nini.

Chunk 6:
Thinking about vowels, so A, E, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, O, N, 

Chunk 7:
new sons, nana, nini.

Chunk 8:
Thinking about vowels, so a-e-i-o-u.

Chunk 9:
So I'm guessing the fifth daughter and that basis will be called nunu.

Chunk 10:
Nunu.

Chunk 11:
Nunu.-U.

Chunk 12:
N-U."
54,2," If you were running a race and you passed a person in second place, what place would you be in now? So I'm thinking about people running and me being, I'm running past second place. So that means I would now be in first place.","Chunk 1:
If you were running a race and you passed a person in second place, what place would you be in now?

Chunk 2:
So I'm thinking about people running and me being, I'm running past second place.

Chunk 3:
So that means I would now be in first place."
54,3," In a stormy night and a plane takes off from JFK Airport in New York, the storm worsens and the plane crashes. Half lands in the United States and the other lands in Canada. In which country do you bury the survivors? Well, I'm thinking that if the plane crashes and it splits in half that there's not going to be any survivors.","Chunk 1:
In a stormy night and a plane takes off from JFK Airport in New York, the storm worsens and the plane crashes.

Chunk 2:
Half lands in the United States and the other lands in Canada.

Chunk 3:
In which country do you bury the survivors?

Chunk 4:
Well, I'm thinking that if the plane crashes and it splits in half that there's not going to be any survivors."
54,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? Well, it's a coconut tree so I don't think there'd be any bananas. So I think that none of them would get the banana. There isn't one.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird?

Chunk 2:
Well, it's a coconut tree so I don't think there'd be any bananas.

Chunk 3:
So I think that none of them would get the banana. There isn't one."
54,5," In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, pink telephone, pink shower, everything was pink. What colour were the stairs, probably? Well, it's only one story, so I didn't think there'd be any stairs.","Chunk 1:
In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, pink telephone, pink shower, everything was pink.

Chunk 2:
What colour were the stairs, probably?

Chunk 3:
Well, it's only one story, so I didn't think there'd be any stairs."
54,6," How many of each animal did Moses put on the ark? I'm just thinking about the ark and as far as I'm aware it was not Moses, it was Noah that put animals on the ark, so Moses didn't put any animal on the ark.","Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
I'm just thinking about the ark and as far as I'm aware it was not Moses, it was Noah that put animals on the ark,

Chunk 3:
so Moses didn't put any animal on the ark."
54,7," The wind blows west, the electric train runs east. In which cardinal direction does the smoke from the locomotive blow? Well, if it's an electric train then it wouldn't blow smoke. So it wouldn't be blowing in any directions, there wouldn't be any.","Chunk 1:
The wind blows west, the electric train runs east. In which cardinal direction does the smoke from the locomotive blow?

Chunk 2:
Well, if it's an electric train then it wouldn't blow smoke.

Chunk 3:
So it wouldn't be blowing in any directions, there wouldn't be any."
54,8," If you have only one match and you walk into a dark room where is there an oil lamp, a newspaper and wood, which thing would you like first? I would like the match first.","Chunk 1:
If you have only one match and you walk into a dark room where is there an oil lamp, a newspaper and wood, which thing would you like first?

Chunk 2:
I would like the match first."
54,9," Would it be ethical for a man to marry a sister of his widow? So yeah, because his widow is his ex-wife, and that would be his widow's sister, which is perfectly legal and ethical. So I would say yes.","Chunk 1:
Would it be ethical for a man to marry a sister of his widow?

Chunk 2:
So yeah, because his widow is his ex-wife, and that would be his widow's sister, which is perfectly legal and ethical.

Chunk 3:
So I would say yes."
54,10," Which sentence is correct? A. The yolk of the egg are white or B. The yolk of the egg is white? Well, the yolk is actually yellow, so neither sentence would be correct.","Chunk 1:
Which sentence is correct? A. The yolk of the egg are white or B. The yolk of the egg is white?

Chunk 2:
Well, the yolk is actually yellow, so neither sentence would be correct."
55,1," Mary's father has five daughters but no sons. Nana, Nene, Nene, Nunu. What is the fifth daughter's name probably? Well, it looks like they're using repeating vowels, so Nunu.","Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
Nana, Nene, Nene, Nunu.

Chunk 3:
What is the fifth daughter's name probably?

Chunk 4:
Well, it looks like they're using repeating vowels, so Nunu."
55,2," If you were running in a race and you passed the person in second place, what place would you be in now? Well, if you're running in a race and you're passing the person in second, that would put you into first place.","Chunk 1:
If you were running in a race and you passed the person in second place, what place would you be in now?

Chunk 2:
Well, if you're running in a race and you're passing the person in second, that would put you into first place."
55,3," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States. Right. Plane crashes half lands in the United States, the other half lands in Canada. In which country do you bury the survivors? I guess probably, well, depending where they live and come from is where you would bury them. If it's coming, taking off from JFK, then probably most people are in from there.","Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the United States.

Chunk 3:
Right.

Chunk 4:
Plane crashes half lands in the United States, the other half lands in Canada.

Chunk 5:
In which country do you bury the survivors?

Chunk 6:
I guess probably, well, depending where they live and come from is where you would bury them.

Chunk 7:
If it's coming, taking off from JFK, then probably most people are in from there."
55,4," Oh, that was stupid. The survivors don't need buried. A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird. There's not mention of a banana and they're racing to the top of a coconut tree. If I had to say an answer, probably the monkey, because that's what we're led to believe monkeys eat. Whoever is closest. Or fastest.","Chunk 1:
Oh, that was stupid. The survivors don't need buried.

Chunk 2:
A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 3:
Who will get the banana first? The monkey, the squirrel or the bird.

Chunk 4:
There's not mention of a banana and they're racing to the top of a coconut tree.

Chunk 5:
If I had to say an answer, probably the monkey, because that's what we're led to believe monkeys eat.

Chunk 6:
Whoever is closest. Or fastest."
55,5," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink. What colour were the stairs probably? Uh, pink if everything's pink.","Chunk 1:
In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.

Chunk 2:
What colour were the stairs probably?

Chunk 3:
Uh, pink if everything's pink."
55,6, How many of each animal did Moses put on the ark? It wasn't Moses who built the ark. The nun.,"Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
It wasn't Moses who built the ark.

Chunk 3:
The nun."
55,7," Wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? It's an electric train so there would be no smoke. So no no direction. No smoke.","Chunk 1:
Wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow?

Chunk 2:
It's an electric train so there would be no smoke.

Chunk 3:
So no no direction. No smoke."
55,8," If you have only one match and you walk into a dark room where there's an oil lamp, a newspaper and wood, which thing would you light first? The match. Alright, I was thinking through the options and then I really should have to light the match to light anything else.","Chunk 1:
If you have only one match and you walk into a dark room where there's an oil lamp, a newspaper and wood, which thing would you light first?

Chunk 2:
The match.

Chunk 3:
Alright, I was thinking through the options and then I really should have to light the match to light anything else."
55,9," Would it be ethical for a man to marry the sister of his widow? So thinking about a man to his wife's sister, so his sister-in-law would be weird but I think it would be ethical. The sister of his widow. Yeah, that makes sense.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow?

Chunk 2:
So thinking about a man to his wife's sister, so his sister-in-law would be weird but I think it would be ethical.

Chunk 3:
The sister of his widow.

Chunk 4:
Yeah, that makes sense."
55,10," Which sentence is correct? A, the yolk of the egg are white, or B, the yolk of the egg is white. Well, the yolk of the egg is yellow, so neither.","Chunk 1:
Which sentence is correct? A, the yolk of the egg are white, or B, the yolk of the egg is white.

Chunk 2:
Well, the yolk of the egg is yellow, so neither."
56,1," Mary's father has five daughters but no sons. Nana Nene, Nana Nene, Nene, Nene, Nono. What is the fifth daughter's name probably? Fifth daughter's name is Mary.","Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
Nana Nene, Nana Nene, Nene, Nene, Nono.

Chunk 3:
What is the fifth daughter's name probably?

Chunk 4:
Fifth daughter's name is Mary."
56,2," If you were running a race and you passed the person in second place, what place would you be in now? You would be in second place.","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 2:
You would be in second place."
56,3, It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half-lands in the United States and the other half-lands in Canada. Wow. In which country do you bury the survivors? You don't bury survivors.,"Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half-lands in the United States and the other half-lands in Canada.

Chunk 3:
Wow.

Chunk 4:
In which country do you bury the survivors?

Chunk 5:
You don't bury survivors."
56,4," A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird? Well, it's a coconut tree, so nobody will get a banana.","Chunk 1:
A monkey, a squirrel, and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the banana first? The monkey, the squirrel, or the bird?

Chunk 3:
Well, it's a coconut tree, so nobody will get a banana."
