subject_id,question,chunk_number,chunk_text,start_time,end_time
54,5,2,"What colour were the stairs, probably?",13.069,14.872
54,5,3,"Well, it's only one story, so I didn't think there'd be any stairs.",16.315,19.44
54,6,1,How many of each animal did Moses put on the ark?,3.862,7.672
54,6,2,"I'm just thinking about the ark, and as far as I'm aware, it was not Moses.",9.657,14.71
54,6,3,It was Noah that put animals on the ark.,15.151,17.076
54,6,4,So Moses didn't put any animal on the ark.,17.116,19.542
54,7,1,The wind blows west. Electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,2.242,11.837
54,7,2,"Well, if it's an electric train then it wouldn't blow smoke.",13.64,16.665
54,7,3,So it wouldn't be blowing in any direction as there wouldn't be any.,19.249,22.073
54,8,1,"If you have only one match and you walk into a dark room, where is there an oil lamp, a newspaper and wood, which thing would you like first?",2.14,11.562
54,8,2,I would like the match first.,13.006,15.171
54,9,1,Would it be ethical for a man to marry a sister of his widow?,0.773,5.039
54,9,2,"So, yeah, because his widow is his ex-wife, and that would be his widow's sister, which is perfectly legal and ethical.",7.001,21.4
54,9,3,So I would say yes.,23.103,24.845
54,9,4,Right.,25.446,25.566
54,10,1,Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white.,3.187,10.294
54,10,2,"Well, the yolk is actually yellow, so neither sentence would be correct.",10.395,14.631
55,1,1,"Mary's father has five daughters but no sons. Nana, Nana, Nene, Nene, Nunu.",2.039,8.015
55,1,2,What is the fifth daughter's name probably?,8.376,10.622
55,1,3,"Well, it looks like they're using repeating vowels, so Nunu.",10.643,16.318
55,2,1,"If you were running in a race and you passed the person in second place, what place would you be in now?",2.039,7.578
55,2,2,"Well, if you're running in a race and you're passing the person in second, that would put you into first place.",8.542,14.462
55,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,1.094,5.219
55,3,2,The storm worsens and the plane crashes half lands in the United States.,5.239,10.987
55,3,3,Right.,12.328,12.449
55,3,4,"Plane crashes half lands in the United States, the other half lands in Canada.",12.469,15.492
55,3,5,In which country do you bury the survivors?,15.593,17.815
55,3,6,"I guess probably, well, depending where they...  live and come from is where you would bury them.",20.158,26.759
55,3,7,"If it's taking off from JFK, then probably most people are in from there.",27.843,32.518
55,4,1,"Oh, that was stupid. The survivors don't need buried.",1.077,4.361
55,4,2,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",4.381,10.309
55,4,3,"Who will get the banana first? The monkey, the squirrel, or the bird.",10.329,15.796
55,4,4,There's not mention of a banana and they're racing to the top of a coconut tree.,16.357,20.542
55,4,5,"If I had to say an answer, probably the monkey, because that's what we're led to believe monkeys eat.",20.562,30.375
55,4,6,Whoever is closest. Or fastest.,31.891,39.775
55,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.",1.415,10.389
55,5,2,What color were the stairs probably?,11.371,13.274
55,5,3,"Pink, if everything's pink.",13.314,17.28
55,6,1,How many of each animal did Moses put on the ark?,0.655,3.302
55,6,2,It wasn't Moses who built the ark.,4.305,8.115
55,6,3,The nun.,13.048,13.77
55,7,1,"Wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow?",1.178,8.274
55,7,2,"It's an electric train, so there would be no smoke.",8.715,11.561
55,7,3,"So no, no direction, no smoke.",13.044,18.917
55,8,1,"If you have only one match and you walk into a dark room where there's an oil lamp, a newspaper and wood, which thing would you light first?",1.145,8.915
55,8,2,The match.,11.698,12.119
55,8,3,"All right, I'm thinking through the options and then I really should have to light the match to light anything else.",14.102,20.79
55,9,1,Would it be ethical for a man to marry the sister of his widow?,0.689,4.174
55,9,2,"So thinking about a man to his wife's sister, so his sister-in-law would be weird,",4.194,14.129
55,9,3,but I think it would be ethical.,14.269,17.013
55,9,4,Sister of his widow.,20.619,21.58
55,9,5,"Yeah, that makes sense.",23.123,24.064
55,10,1,"Which sentence is correct? A, the yolk of the egg are white, or B, the yolk of the egg is white.",1.043,7.448
55,10,2,"Well, the yolk of the egg is yellow, so neither.",8.05,11.644
56,1,1,Mary's father has five daughters but no sons.,3.018,5.683
56,1,2,Nana Nene. Nana Nene. Nene.,6.625,10.192
56,1,3,"No, no.",10.893,11.294
56,1,4,What is the fifth daughter's name probably?,12.216,13.879
56,1,5,Fifth daughter's name is Mary.,14.721,16.504
56,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0.892,7.456
56,2,2,You would be in second place.,8.559,10.125
56,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0.031,3.117
56,3,2,The storm worsens and the plane crashes half-lands in the United States and the other half-lands in Canada.,3.558,10.192
56,3,3,Wow.,11.014,11.294
56,3,4,In which country do you bury the survivors?,12.016,14.782
56,3,5,You don't bury survivors.,15.523,16.926
56,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",0.031,3.181
56,4,2,"Who will get the banana first? The monkey, the squirrel, or the bird?",3.643,7.355
56,4,3,"Well, it's a coconut tree, so nobody will get a banana.",8.62,11.188
56,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0.655,7.505
56,5,2,Everything was pink.,8.045,9.267
56,5,3,"What color were the stairs, probably?",9.287,10.889
56,5,4,There were no stairs because it was a one-story house.,16.457,18.36
56,6,1,How many of each animal did Moses put on the ark?,0.031,2.889
56,6,2,"Moses didn't put any animals on the ark, it was Noah.",4.68,7.054
56,7,1,"The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow?",0.385,7.732
56,7,2,There is no smoke from the locomotive because it's an electric train.,7.772,11.425
56,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?",0.031,6.843
56,8,2,Hmm.,7.945,8.806
56,8,3,If you have only one match and you walk into a dark room where you would light the match.,8.827,17.061
56,9,1,Would it be ethical for a man to marry the sister of his widow? The sister of his widow.,0.031,6.581
56,9,2,Would it be ethical for a man to marry his widow? What? His widow.,6.601,14.653
56,9,3,What? Would it be ethical for a man to marry the sister of his widow? His widow.,14.973,20.882
56,9,4,"But his widow, no, because if he has a widow, it means he's dead.",20.902,29.194
56,9,5,So he can't.,29.41,31.392
56,9,6,"No, he can't because he's dead.",32.334,34.036
56,9,7,"No, because if he has a widow, that means he himself is dead.",35.958,50.997
56,10,1,Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white?,0.031,4.398
56,10,2,Neither because the yolk of the egg is yellow.,5.259,14.454
56,10,3,Because egg yolks are yellow.,14.474,20.503
57,1,1,"Mary's father has five daughters, but no sons.",1.415,4.058
57,1,2,"Nana, Nene, Nene.",4.879,6.661
57,1,3,"Nana, Nene, Nene, Nene, Nono.",8.443,10.485
57,1,4,What is a fifth daughter's name?,11.046,12.468
57,1,5,Probably.,12.708,13.189
57,1,6,Oh.,13.209,13.689
57,1,7,"Mary's father has five daughters, but no sons.",16.032,18.334
57,1,8,"Nana, Nene, Nene, Nono.",18.795,22.84
57,1,9,"Nunu, as in the vowels.",23.28,26.984
57,1,10,"A, E, I, O.",27.125,28.466
57,1,11,So.,29.567,30.088
57,1,12,"Nana, Nini, Nini, Nono.",31.57,36.065
57,1,13,"So, Nunu, as in five, the five vowels in alphabetical order.",36.346,42.245
57,1,14,"Okay, Nunu.",43.87,44.432
57,2,1,"If you're running a race and you passed a person in second place, what place would you be in now?",1.01,8.838
57,2,2,Second place.,10.04,10.5
57,2,3,"First answer would have been first place, but if they're in second place, there's someone ahead of them, so you would be in second place.",11.281,19.37
57,2,4,Second place.,21.652,22.333
57,2,5,"If you're running a race and you passed a person in second place, what place would you be in now?",24.936,29.34
57,2,6,"Second place, yeah.",29.601,30.882
57,3,1,"It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half lands in the United States, the other half lands in Canada. In what country do you bury the survivors?",0.824,17.55
57,3,2,it's a stormy night and a plane takes off from JFK airport in New York storm worsens and the plane and the plane crashes bury the survivors crashes half lands in the United States and half in Canada and what country do you bury the survivors?,19.032,35.594
57,3,3,none no country they are survivors,36.716,45.748
57,3,4,"Oh, no, no, where's one? OK, right.",49.998,52.179
57,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree. A monkey, a squirrel and a bird are racing to the top of a coconut tree.",0.031,9.264
57,4,2,"Who will get the banana first? The monkey, the squirrel or the bird?",9.805,13.11
57,4,3,"What? A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird?",14.291,27.49
57,4,4,well i suppose the bird is i mean the bird would just fly but i can't i mean the monkeys used to grabbing the bananas and would want the banana bananas may be too big for a squirrel bird probably faster and just fly up to it,29.191,53.681
57,4,5,i'm gonna have to go for a monkey because that's just the normal  thing we expect monkeys to do to eat the bananas to be honest I really don't know what the answer is,54.001,62.116
57,4,6,uh a monkey a squirrel and a bird are right into the top of a coconut tree oh my gosh Erin come on Erin coconut tree who will get a banana first there is no banana there is a coconut tree,62.497,74.381
57,4,7,gosh um no  one it is a coconut tree so no banana to be got jeez put your glasses on girl,74.421,89.742
57,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",0.773,12.794
57,5,2,Everything was pink.,13.535,14.337
57,5,3,"What colour were the stairs, probably?",15.338,17.302
57,5,4,"Since these other questions have made you think it's not the right first one you think of,",17.322,25.937
57,5,5,It can't be pink in a one-story house.,27.132,31.043
57,5,6,There we go.,31.304,32.006
57,5,7,There are no stairs because it's a one-story house.,32.788,36.258
57,5,8,There are no stairs.,39.146,42.676
57,5,9,It is a one-story house.,42.696,47.87
57,5,10,One-story house.,50.257,51.621
57,6,1,How many of each animal did Moses put on the ark? Halfway done.,0.031,5.998
57,6,2,Don't forget to keep reading and thinking. Halfway done.,6.039,8.742
57,6,3,"How many of each animal did Moses put on the ark? Two, right? I mean, that's my first idea.",10.424,23.881
57,6,4,It's just that these questions are  little more cryptic than my brain can handle at the moment,23.941,31.806
57,6,5,um how many of each animal did Moses put on the oxo two right i mean i would not know how many he put on because who knows how many animals there are in the world,31.966,46.39
57,6,6,how many of each animal yeah two two,46.43,54.203
57,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,0.031,12.377
57,7,2,"There is no smoke because it is an electric train, not a locomotive.",12.417,20.875
57,7,3,So there is no smoke as it is an electric train.,20.855,33.6
57,7,4,Okay.,33.66,35.607
57,8,1,if you have only one match and you walk into a dark room where there is an oil lamp a newspaper and wood which thing would you like first,0.858,11.05
57,8,2,if you have only one match and you walk into a dark room and there is an oil lamp a newspaper and wood which thing would you like first,15.596,22.404
57,8,3,it would be the match because that would be the first thing you light,23.666,27.791
57,8,4,"I mean,",27.811,29.633
57,8,5,"I mean, you would want to light the oil lamp out of the three, but technically the first thing you're lighting is the match, right?",31.233,48.374
57,8,6,"Okay, the match.",48.394,49.056
57,9,1,Would it be ethical for a man to marry the sister of his widow? Would it be ethical for a man to marry the sister of his widow?,0.031,17.337
57,9,2,"Well, no, because that would be his sister.",17.377,20.441
57,9,3,"No, he wouldn't. What? He's widow. He wouldn't.",20.462,29.515
57,9,4,oh hang on yeah he wouldn't have a his widow man or woman would mean that he's dead so he can't marry the sister of his widow because his widow wouldn't be a widow because he's not dead if he's able to marry the sister,32.043,58.202
57,9,5,"Um, am I getting that right or am I thinking about it too much?",59.347,62.231
57,9,6,Would it be ethical for a man to marry the sister of his widow? It can't happen. It can't happen.,62.972,77.592
57,9,7,of his widow yeah as he's he can't have the widow if he is alive to marry,78.787,92.813
57,10,1,Which sentence is correct? A. The yolk of the egg white. Or B. The yolk of the egg is white.,0.807,10.502
57,10,2,I don't even like looking at eggs.,12.445,14.969
57,10,3,"Which sentence is correct? The yolk. The yolk is the yellow part, right?",16.531,21.639
57,10,4,The yolk of the egg white. Or the yolk... Is it the same one?,22.76,29.751
57,10,5,oh I don't know hang on neither are right other than you've used are and is the yolk egg white the yolk of the egg are white the oak of the egg is white,32.954,53.916
57,10,6,yolk of the egg is white i mean is right sounds better but the yolk of the egg is yellow would be better wouldn't it,55.516,64.768
57,10,7,so am i right i don't know i don't eat eggs um i would just say i mean is white sounds better but i don't think either are right because yolk is yellow as far as i'm concerned um neither,65.629,83.211
57,10,8,the yolk is not white but yellow so neither is correct,84.642,101.098
58,1,1,Mary's father has five daughters but no sons.,2.427,4.552
58,1,2,"Nana, Nene, Nene, Nene, Nono.",5.053,7.297
58,1,3,"One of the fifties, probably, so I guess you might think it's Nene, but it says Mary's father, so she's the fifties father for Mary.",8.921,16.858
58,2,1,"If you're earning a race and you pass a person in second place, what place would you be in now?",2.427,7.901
58,2,2,"So again, I guess it's like a trick question.",7.921,9.725
58,2,3,"You're meant to think first place, but if you pass the person in second place, you will actually then be in second place.",10.187,16.723
58,3,1,"It's a stormy night and a plane takes off from JFK, storm worsens a plane crash half-lance in the US,",0.031,10.127
58,3,2,"so they're half-lance in Canada,",10.328,11.289
58,3,3,in which country do you bear?,11.329,12.852
58,3,4,The survivors don't.,12.892,18.641
58,3,5,They're alive as you go on.,18.681,19.963
58,4,1,"A monkey, a squirrel, and a bird are out into the trap of the coconut tree.",0.031,6.805
58,4,2,So there's no mention of the coconut tree.,9.23,15.002
58,5,1,"Now one story, pink house, pink person, pink cat, pink fish, pink computer, pink chair, telephone, telephone, everything,",1.246,10.987
58,5,2,"pink cloud, very probably, it's a one story,",11.749,17.401
58,5,3,"you know, it's a great idea of this entire thing.",21.951,22.933
58,6,1,How many of each animal did Moses put on the Ark?,1.938,7.29
58,7,1,"The wind falls west,",0.031,2.699
58,7,2,"and I like to turn around Jesus,",3.622,4.926
58,7,3,in which cardinals origin of smoke and locomotive throne.,5.067,8.016
58,8,1,Thank you.,2.073,5.518
58,9,1,Would it be ethical for a man to marry the sister of his widow?,0.993,8.641
58,9,2,"Yes, I'll listen to it later.",9.883,19.593
58,9,3,"Okay, that one might have confused me more if I didn't kind of know what he's felt of.",19.613,22.497
58,9,4,That would actually be a trick question.,22.517,24.739
58,10,1,The sending is correct.,0.031,2.244
58,10,2,The Ocranek Air Force.,2.324,4.678
58,10,3,The Ocranek Air Force is denied.,4.718,5.603
59,1,1,"Nananini, Nini Nono, A-E-I-O-U, so Nunu.",2.309,6.783
59,1,2,"Yeah, Nunu.",10.434,11.256
59,2,1,You're running a race in the past.,1.853,3.48
59,2,2,That is the first one that you're beginning now.,3.56,5.288
59,2,3,Second place.,6.211,7.999
59,3,1,There's still a night plane to exhaust from JFK Airport.,0.622,3.206
59,3,2,Still worse than plane crashes.,3.286,4.708
59,3,3,"Half in the States, half in Canada.",4.768,6.872
59,3,4,Which country?,7.753,8.214
59,3,5,"You don't bury the survivors, because the survivors are alive.",8.354,12.941
59,3,6,Bury the survivors.,17.428,20.993
59,4,1,"Monkey, squirrel, and a bird racing to the top of the coconut tree.",1.769,4.173
59,4,2,He'll get the banana first.,4.193,6.536
59,4,3,"Well, who knows?",7.558,9.541
59,4,4,There's not a banana in the coconut tree.,9.561,11.805
59,4,5,No idea.,14.228,14.669
59,4,6,No bananas in coconut tree.,17.033,23.743
59,5,1,"Yeah, one-story pink house.",0.031,3.338
59,5,2,"There's a pink person, a pink cat.",3.358,4.74
59,5,3,I think there's a pink chair.,4.761,6.063
59,5,4,One-story house there might be many stairs.,9.35,12.656
59,5,5,No stairs.,14.26,15.021
59,5,6,"One, three,",21.594,21.955
59,6,1,How many of each animal did Moses put on the Ark?,2.157,4.436
59,6,2,Two.,6.654,7.037
59,7,1,There's no smoke.,0.841,11.948
59,7,2,"Oh, nearly.",15.075,15.897
59,8,1,Can't like anything else if you haven't lit the match.,0.892,11.661
59,9,1,It'd be a fool for a man to marry the sister of his widow.,0.824,4.794
59,9,2,A man to marry the sister of his widow.,4.814,8.543
59,9,3,"No, he'd be dead.",8.563,9.225
59,9,4,"No, he'd be dead.",9.245,15.019
59,10,1,Which sentence is correct?,1.246,3.453
59,10,2,The egg of the egg is white.,3.473,4.697
59,10,3,The egg of the egg is white.,5.62,6.583
59,10,4,"Neither, because the egg of the egg is yellow.",6.603,9.231
60,1,1,"Okay, so Mary's father has five daughters but no sons.",1.499,5.751
60,1,2,"Nana, Nene, Nene, and Nono.",5.972,7.637
60,1,3,What is the fifth daughter's name probably?,7.897,9.823
60,1,4,"Honestly, this is kind of an old riddle.",9.843,13.253
60,1,5,The fifth daughter's name would be Mary.,13.834,15.88
60,2,1,"All right. If you were running a race and you pass the person in second place, what place would you be in now?",3.085,8.899
60,2,2,"Well, the person I'm passed was in second place.",10.402,13.991
60,2,3,"So if I pass them, I would be in second place, right?",14.873,18.782
60,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,1.027,4.751
60,3,2,The storm worsens and the plane crashes half lands in the United States.,4.971,10.517
60,3,3,The other half lands in Canada.,10.557,12.439
60,3,4,In which country do you bury the survivors?,13.22,16.383
60,3,5,"You know, that's a good question, except you don't really bury survivors, do you?

cü",23.07,29.377
60,3,6,Those are the ones that lived.,29.197,30.578
60,3,7,So neither don't bury survivors.,31.3,39.538
60,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",0.892,6.543
60,4,2,"Who will get the banana first? The monkey, squirrel, or the bird?",6.603,10.411
60,4,3,"Well, again, this is kind of an old riddle for kids.",10.451,17.324
60,4,4,"I mean, they're racing to the top of a coconut tree, so nobody's going to get the banana first.",17.625,23.035
60,5,1,"In a one-story pink house, there was a pink person, a pink cat, pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",1.06,9.033
60,5,2,Everything was pink.,9.093,9.934
60,5,3,What color were the stairs probably?,11.357,13.32
60,5,4,Probably.,13.34,20.091
60,5,5,"Oh, you almost had me.",20.111,21.994
60,5,6,It's a one-story house.,22.034,23.156
60,5,7,There aren't any stairs.,23.176,24.418
60,6,1,How many of each animal did Moses put on the ark?,1.297,3.99
60,6,2,Moses didn't put any animals on the ark.,5.94,8.593
60,6,3,Noah did.,8.613,9.417
60,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,0.757,8.83
60,7,2,"Well, I kind of told us up front it's an electric train, so I don't think there's going to be any smoke unless it's on fire.",8.85,17.103
60,7,3,So there is no smoke from an electric train.,17.263,23.693
60,8,1,If you only have one match and you walk into a dark room where there is an oil lamp a newspaper and wood What thing would you like first?,0.031,9.585
60,8,2,"If I walked into a dark room, I think what I would like first",14.613,18.879
60,8,3,"When I just turn on the lights, how about we just turn on the lights",21.383,24.908
60,8,4,"I mean, as I have a mask, but it doesn't say I have to use it.",29.714,32.923
60,8,5,"If I walked into a room, I'd turn on the lights",33.287,34.982
60,9,1,Would it be ethical for a man to marry the sister of his widow?,0.031,5.401
60,9,2,"Okay, so let's see. The sister of his widow. A man to marry the sister of his widow.",6.102,18.124
60,9,3,"No, because he would be dead.",19.555,23.407
60,9,4,So that would not be cool.,23.708,25.393
60,9,5,"So, I mean, his widow, if he had a widow, that means he's dead, right?",25.775,29.486
60,9,6,So he shouldn't be marrying the sister.,29.848,31.573
60,10,1,Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white?,0.706,7.502
60,10,2,Neither sentence is correct because the yolk of an egg is yellow.,9.527,12.775
61,1,1,"Mary's father has five daughters, but no sons. Nana, Nene, Nini, Nana.",5.583,11.313
61,1,2,What is the fifth daughter's name probably?,11.333,13.397
61,1,3,"So you would assume that the fifth daughter's name is a variation of the names previously, but with another vowel.",13.437,25.699
61,1,4,So I would assume that it's Nunu.,26.361,29.346
61,1,5,"because A, E, I, O are the only vowels, A, E, I, O, U.",30.676,35.817
61,1,6,So I would say it's Nunu.,36.218,37.885
61,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0.031,7.387
61,2,2,"Well, I would be winning.",9.251,10.534
61,2,3,I would be in first place.,12.919,14.563
61,3,1,It's a stormy night and the plane takes off from JFK Airport in New York.,1.988,5.617
61,3,2,"The storm worsens and the plane crashes half land, the plane crashes, and the plane crashes half lands in the United States.",6.298,15.34
61,3,3,And the plane crashes half lands in the United States the other half lands in Canada in which country do you bury the survivors?,18.188,25.981
61,3,4,Now this is a riddle I've had before because you tend not to bury survivors as they are still alive and would like to continue life above ground however you would bury the dead and Who knows which side,26.763,40.806
61,3,5,so my response would be  You do not need to bury survivors unless that's what you're into.,40.846,53.528
61,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird?",1.128,8.62
61,4,2,Racing to the top of a true coconut tree.,10.563,13.107
61,4,3,"Or if they're all starting from the same point, I reckon the squirrel will get it quicker than the monkey.",13.167,20.138
61,4,4,Though the bird might well get there quicker than the squirrel.,20.178,24.765
61,4,5,"Um...  I reckon the squirrel, because the squirrel would just speed up.",27.409,33.865
61,4,6,The bird wouldn't be able to...,34.687,36.893
61,4,7,"Yeah, I think the squirrel would get there first.",36.933,41.445
61,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",1.887,10.685
61,5,2,Everything was pink.,11.286,12.609
61,5,3,What color were the stairs probably?,12.629,14.553
61,5,4,"The stairs were probably also pink, considering the fact that everything was pink, including the fish, the cat, the table, the chair.",14.573,23.071
61,5,5,And I'm just imagining an extremely overwhelmingly pink house.,23.973,27.74
61,5,6,So what color were the stairs probably?,28.242,31.388
61,6,1,How many of each animal did Moses put on the ark?,0.031,4.4
61,6,2,I don't think Moses did very much with the ark.,5.001,7.045
61,6,3,"I think it was Noah, but maybe Moses was helping out.",7.065,9.65
61,6,4,Who knows?,10.111,10.491
61,6,5,Some of the stories of the Bible are up for contention.,10.972,13.858
61,6,6,Maybe Moses was there to help out.,14.379,15.962
61,6,7,Who knows?,16.042,16.463
61,6,8,But I'm going to say zero for now because Noah did it.,16.744,20.571
61,7,1,"The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow?",0.031,9.492
61,7,2,"Well, if it's an electric train, there should be no smoke from the locomotive.",10.474,14.142
61,7,3,potentially we can assume that there's a locomotive in the area or we can assume that this is a theoretical situation in which if the wind is blowing west which direction would smoke from a locomotive be blowing if there were a locomotive there,15.623,32.289
61,7,4,"but considering we only hear about an electric train running east  and refers to the locomotive as opposed to a locomotive,",33.27,44.198
61,7,5,I'm just going to say there is no smoke as it is an electric train.,44.338,52.043
61,8,1,"If you have only one match and you would walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you like first?",0.031,10.728
61,8,2,"Well, I would try and gauge how big the room is and then see if I can stumble across the lamp because then that's my best chance.",12.571,24.469
61,8,3,I'm pretty fine in the dark.,24.5,26.202
61,8,4,"So I would just stick it out in the dark, let my eyes adjust, vaguely try and find the oil lamp and then use my one match on the oil lamp.",26.222,33.31
61,8,5,"And then if that doesn't work, if I'm really struggling to find the oil lamp or it's a bigger room than I expected, then I would probably go for the newspaper, but I would try and do something clever, like rip it up, into long thin pieces and then burn one end of the long thin piece and then try and connect the long thin pieces so that I've got more time for it to burn through the newspaper and give me a bit of light to then try and locate the oil lamp and then I can either try and light it directly from the paper",33.43,74.892
61,8,6,"Or if I've got any matchstick left after having lit the newspaper, I could then just relight that and then light the oil lamp.",75.395,82.106
61,8,7,Or I'd try and find the piece of wood and take a splinter off it and light that and then try and light the oil lamp with that.,82.687,90.118
61,8,8,"But yeah, hopefully oil lamp first.",91.561,93.724
61,9,1,would it be ethical for a man to marry the sister of his widow,0.031,4.277
61,9,2,I mean it would be a bit savage really,6.58,9.163
61,9,3,like if you believe in any form of afterlife,9.223,11.406
61,9,4,I don't know how the sister how the widow would feel,11.426,14.049
61,9,5,I would say it is unethical because if the widow was there if we're still alive that would be a really tricky divorce to them,14.069,29.97
61,9,6,"married a sister and now that the widow's gone,",30.271,34.289
61,9,7,"I think if it was me, it would just be on my conscience the whole time.",34.369,37.724
61,9,8,So I would say unethical.,38.528,40.095
61,10,1,Which sentence is correct? A. The yolk of the egg are white or B. The yolk of the egg is white.,1.803,9.856
61,10,2,The yolk of the egg is not white.,10.036,12.2
61,10,3,The egg white is white.,12.32,13.602
61,10,4,So I reckon neither is the answer to this question as the yolk is orangey.,13.822,23.237
61,10,5,from yellow and the egg white.,28.786,31.131
61,10,6,This is the white bit.,31.752,35.841
61,10,7,This is not a question of plurality.,36.422,40.19
61,10,8,"As it suggests, whether it is white or whether it is white.",45.16,47.285
61,10,9,"But on the question of plurality, I would say the yolk of the egg is white as opposed to our white.",49.57,55.121
61,10,10,But the yolk of the egg is white.,55.542,57.426
62,1,1,Mary's father has five daughters.,0.385,4.756
62,1,2,"Nana, Nini, Nini, Nono, A-E-I-O-U, Nunu, because it is the fifth unmissing vowel.",5.939,17.449
62,1,3,all made up as that n bank and bank.,31.638,39.688
62,1,4,"Banking, being filled by a vowel and u is the only vowel not used.",40.709,56.548
62,2,1,"If you were running a race and you passed the person in second place, you would then be in second place because you replaced their place and they are now in third place.",1.263,10.934
62,2,2,So second place.,11.636,13.703
62,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,2.275,6.481
62,3,2,The storm worsens and the plane crashes half lands in the United States.,6.501,12.229
62,3,3,The other half lands in Canada.,12.269,13.792
62,3,4,In which country do you bury the survivors?,16.556,18.078
62,3,5,"You wouldn't bury any survivors, hopefully, because they are still alive.",18.799,23.225
62,3,6,You wouldn't bury the survivors.,23.245,27.371
62,3,7,They are still alive.,27.952,30.055
62,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",1.28,5.104
62,4,2,"Who will get the banana first? The monkey, the squirrel, or the bird?",5.504,11.53
62,4,3,"I don't imagine there's a banana at the top of the coconut tree, so I guess none of them.",11.55,20.479
62,4,4,There wouldn't be a banana at the top of a coconut tree.,20.499,31.05
62,5,1,"In a one-storey pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",1.415,10.804
62,5,2,Everything was pink.,12.286,13.407
62,5,3,What colour were the stairs?,13.607,15.229
62,5,4,Probably.,15.529,16.209
62,5,5,Probably there would be no stairs because it's a one-storey house.,16.29,19.993
62,5,6,Probably.,20.734,21.415
62,5,7,"Oh, I don't need to write probably.",21.435,23.036
62,5,8,There are no stairs as this is a one-storey.,23.777,29.362
62,5,9,Wish I could spell.,29.723,30.724
62,5,10,House.,30.744,31.084
62,5,11,house or house.,31.52,32.452
62,6,1,How many of each animal did Moses put on the ark?,1.212,7.819
62,6,2,How many of each animal did Moses put on the ark?,9.401,15.828
62,6,3,"None, because it was not Moses.",15.848,18.29
62,6,4,It was a different guy.,18.731,20.633
62,6,5,I can't remember.,20.993,21.554
62,6,6,Noah.,21.574,21.834
62,6,7,"None, because it was Noah's ark.",24.076,29.782
62,6,8,Nearly got me.,29.802,30.443
62,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,1.482,12.301
62,7,2,"There shouldn't be any smoke, hopefully, because it's an electric train.",12.341,17.65
62,7,3,"There shouldn't be any smoke, as this is an electric train.",17.71,26.325
62,8,1,"If you have only one match and you walk into a dark room where there's an oil lamp, a newspaper and wood, which would you light first?",1.195,10.028
62,8,2,It would need to be the match that you lit first in order to light anything else.,10.369,16.137
62,8,3,So the match.,16.538,17.82
62,9,1,Would it be ethical for a man to marry the sister of his widow?,1.786,11.778
62,9,2,"If she was his widow, he would be dead.",11.798,16.003
62,9,3,"That's right, I think.",17.685,18.606
62,9,4,"A man's widow, he would be dead.",19.887,23.832
62,9,5,He would be dead.,25.414,26.875
62,9,6,So unable to marry anyone.,27.917,30.78
62,9,7,A man to marry sister of his widow.,34.186,36.708
62,9,8,"His widow, so he's dead.",38.121,39.876
